legacy_file,legacy_url,content_type,title,meta_description,canonical,h1,template_pattern,category,brand,pdf,indexable,notes
sellos-para-anden.php,https://puertasyserviciosindustriales.com/sellos-para-anden.php,categoría / landing SEO (probable),Sellos para anden | Equipos y Accesorios para Anden de Carga | PSI | Puertas y Servicios Industriales,"Sellos para anden | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Equipos y Accesorios para Anden de Carga""]",listado-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
semaforos-senalizaciones-para-anden.php,https://puertasyserviciosindustriales.com/semaforos-senalizaciones-para-anden.php,categoría / landing SEO (probable),Semaforos y señalizaciones para anden | Equipos y Accesorios para Anden de Carga | PSI | Puertas y Servicios Industriales,"Semaforos y señalizaciones para anden | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Equipos y Accesorios para Anden de Carga""]",listado-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
serie-620.php,https://puertasyserviciosindustriales.com/serie-620.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
serie-x130-motor-para-cortina-oculto.php,https://puertasyserviciosindustriales.com/serie-x130-motor-para-cortina-oculto.php,producto (probable),SERIE X130 Motor para cortina oculto | BFT | Marcas | PSI | Puertas y Servicios Industriales,"Productos SERIE X130 Motor para cortina oculto Marca BFT | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,fichas/SERIE-X130.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
sg-onixx-600.php,https://puertasyserviciosindustriales.com/sg-onixx-600.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
shelter-abrigo-estacionario-blue-giant.php,https://puertasyserviciosindustriales.com/shelter-abrigo-estacionario-blue-giant.php,producto (probable),ABRIGO ESTACIONARIO BG400 | Blue Giant | Marcas | PSI | Puertas y Servicios Industriales,"Productos ABRIGO ESTACIONARIO BG400 Marca Blue Giant | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""SHELTER ABRIGO ESTACIONARIO Blue Giant""]",detalle-estatico,,,fichas/Abrigo-de-anden-BG400.pdf | fichas/BGDSHS_Brochure_Sept2014_WEB.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
smart-puertas-rapidas-enrollables-de-sectores-intercambiables-con-motor-externo.php,https://puertasyserviciosindustriales.com/smart-puertas-rapidas-enrollables-de-sectores-intercambiables-con-motor-externo.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
soluciones.php,https://puertasyserviciosindustriales.com/soluciones.php,página pública / soluciones,"Industrial, Residencial y Marcas | Soluciones | PSI | Puertas y Servicios Industriales","Soluciones de Productos Industriales, Residenciales trabajando con las mejores marcas. | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Servicios""]",soluciones,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
sprint-automatizaciones-para-puertas-peatonales-pequenas-dimensiones.php,https://puertasyserviciosindustriales.com/sprint-automatizaciones-para-puertas-peatonales-pequenas-dimensiones.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""SPRINT – Automatizaciónes para puertas ""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
star1000-receptor-comercial.php,https://puertasyserviciosindustriales.com/star1000-receptor-comercial.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Productos Marca BFT""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
star4-vehicle-restraint.php,https://puertasyserviciosindustriales.com/star4-vehicle-restraint.php,producto (probable),RETENEDOR DE VEHICULOS STAR4 | Kelley | Marcas | PSI | Puertas y Servicios Industriales,"Productos RETENEDOR DE VEHICULOS STAR4 Marca Kelley | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,fichas/Kelley-Vehicle-Restraint-Brochure_web.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
tiras-plasticas-hawaianas.php,https://puertasyserviciosindustriales.com/tiras-plasticas-hawaianas.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",,,detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
tiras-plasticas.php,https://puertasyserviciosindustriales.com/tiras-plasticas.php,categoría / landing SEO (probable),Tiras plasticas | Industrial | PSI | Puertas y Servicios Industriales,"Tiras plasticas | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Industrial""]",listado-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
traffic.php,https://puertasyserviciosindustriales.com/traffic.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
upper-up8e-barreras-automaticas-de-hasta-8-m.php,https://puertasyserviciosindustriales.com/upper-up8e-barreras-automaticas-de-hasta-8-m.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",,,detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
vertigo.php,https://puertasyserviciosindustriales.com/vertigo.php,producto (probable),VertigGO | GLG Porte Industriali | Marcas | PSI | Puertas y Servicios Industriales,"Productos VertigGO Marca GLG Porte Industriali | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
wayne-dalton.php,https://puertasyserviciosindustriales.com/wayne-dalton.php,marca,Wayne Dalton | Marcas | PSI | Puertas y Servicios Industriales,"Productos Marca Wayne Dalton | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Marcas""]",listado-marca,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
wel-aotmatizacion-de-puertas-peatonales-pequena-y-robusta.php,https://puertasyserviciosindustriales.com/wel-aotmatizacion-de-puertas-peatonales-pequena-y-robusta.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""DAB 105/205/305 Automatización de puertas ""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
xel-5-selector-de-llave.php,https://puertasyserviciosindustriales.com/xel-5-selector-de-llave.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Productos Marca BFT""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
index.php,https://puertasyserviciosindustriales.com/,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar
fichas/Puerta-incendio-Door-Loock.pdf,https://puertasyserviciosindustriales.com/fichas/Puerta-incendio-Door-Loock.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/Puertas-contra-incendio.pdf,https://puertasyserviciosindustriales.com/fichas/Puertas-contra-incendio.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/Puerta_Estandar_Door-Lock.pdf,https://puertasyserviciosindustriales.com/fichas/Puerta_Estandar_Door-Lock.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/Puerta-Standar-Folleto.pdf,https://puertasyserviciosindustriales.com/fichas/Puerta-Standar-Folleto.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/Puerta-Estandar-Reforzada-Door-Lock.pdf,https://puertasyserviciosindustriales.com/fichas/Puerta-Estandar-Reforzada-Door-Lock.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/Puerta-Standar-Reforzada-folleto.pdf,https://puertasyserviciosindustriales.com/fichas/Puerta-Standar-Reforzada-folleto.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/Puerta-Holandesa-Door-Lock.pdf,https://puertasyserviciosindustriales.com/fichas/Puerta-Holandesa-Door-Lock.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/CONTRA_EXPLOSION.pdf,https://puertasyserviciosindustriales.com/fichas/CONTRA_EXPLOSION.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/Puerta-Blindada1.pdf,https://puertasyserviciosindustriales.com/fichas/Puerta-Blindada1.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/Ventana-blindad-y-pasa-documentos.pdf,https://puertasyserviciosindustriales.com/fichas/Ventana-blindad-y-pasa-documentos.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/Puertas-Rayosx-folleto.pdf,https://puertasyserviciosindustriales.com/fichas/Puertas-Rayosx-folleto.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/Puerta-Rayos-X-fabricación.pdf,https://puertasyserviciosindustriales.com/fichas/Puerta-Rayos-X-fabricaci%C3%B3n.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar
fichas/13.0.Folleto-Operador-AccessPRO-FS1000-SPEED-hoja-tecnica.pdf,https://puertasyserviciosindustriales.com/fichas/13.0.Folleto-Operador-AccessPRO-FS1000-SPEED-hoja-tecnica.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/rolling-service-doors-625-brochure.pdf,https://puertasyserviciosindustriales.com/fichas/rolling-service-doors-625-brochure.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/commercial-aluminum-door-systems-brochure.pdf,https://puertasyserviciosindustriales.com/fichas/commercial-aluminum-door-systems-brochure.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/lisos.pdf,https://puertasyserviciosindustriales.com/fichas/lisos.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/rolling-steel-doors-610-620-brochure.pdf,https://puertasyserviciosindustriales.com/fichas/rolling-steel-doors-610-620-brochure.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/sectional-thermacore-doors-592-599-brochure.pdf,https://puertasyserviciosindustriales.com/fichas/sectional-thermacore-doors-592-599-brochure.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/RSIDENCIAL-SERIE-PREMIUM.pdf,https://puertasyserviciosindustriales.com/fichas/RSIDENCIAL-SERIE-PREMIUM.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/rolling-service-doors-600-brochure.pdf,https://puertasyserviciosindustriales.com/fichas/rolling-service-doors-600-brochure.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
fichas/fireking-fire-door-systems-brochure.pdf,https://puertasyserviciosindustriales.com/fichas/fireking-fire-door-systems-brochure.pdf,URL sitemap,,,,,,,,,UNKNOWN,Literal de sitemap.xml; existencia pública sin verificar; referencia adicional: Archivo local existente; no se infiere indexación
